12/2/2013,ME+1,24897291.00,11968591.00
12/3/2013,ME+2,9083805.00,3818117.00
12/4/2013,ME+3,5931573.00,2840368.00
12/5/2013,ME+4,6900610.00,3229789.00
12/6/2013,ME+5,10162665.00,4351239.00
12/9/2013,ME+6,10441251.00,4818865.00
12/10/2013,ME+7,13114686.00,5731220.00
12/11/2013,ME+8,8593465.00,3827104.00
12/12/2013,ME+9,12350007.00,5653539.00
12/13/2013,ME+10,14994126.00,6611114.00
12/16/2013,ME+11,20540714.00,9321996.00
12/17/2013,ME+12,13941692.00,6260936.00
12/18/2013,ME+13,14768959.00,7542118.00
12/19/2013,ME+14,14241502.00,7024458.00
12/20/2013,ME+15,15589545.00,7644562.00
12/23/2013,ME+16,15498229.00,7380518.00
12/24/2013,ME+17,9984680.00,4795544.00
12/26/2013,ME+18,8638240.00,4288782.00
12/27/2013,ME+19,11545705.00,5375377.00
12/30/2013,ME-1,22753716.00,10348402.00
12/31/2013,ME,15123370.00,6273823.00
